# lerobot/smolvla_base@main :: model.safetensors
# 500 tensors, 450046176 parameters
# <name>\t<dtype>\t<shape>
model.vlm_with_expert.lm_expert.layers.12.self_attn.o_proj.weight	BF16	720,960
model.vlm_with_expert.lm_expert.layers.12.self_attn.q_proj.weight	BF16	960,720
model.vlm_with_expert.lm_expert.layers.12.self_attn.v_proj.weight	BF16	320,720
model.vlm_with_expert.lm_expert.layers.13.input_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.13.mlp.down_proj.weight	BF16	720,2048
model.vlm_with_expert.lm_expert.layers.13.mlp.gate_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.13.mlp.up_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.13.post_attention_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.13.self_attn.k_proj.weight	F32	320,320
model.vlm_with_expert.lm_expert.layers.13.self_attn.o_proj.weight	BF16	720,960
model.vlm_with_expert.lm_expert.layers.13.self_attn.q_proj.weight	BF16	960,720
model.vlm_with_expert.lm_expert.layers.13.self_attn.v_proj.weight	F32	320,320
model.vlm_with_expert.lm_expert.layers.14.input_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.14.mlp.down_proj.weight	BF16	720,2048
model.vlm_with_expert.lm_expert.layers.14.mlp.gate_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.14.mlp.up_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.14.post_attention_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.14.self_attn.k_proj.weight	BF16	320,720
model.vlm_with_expert.lm_expert.layers.14.self_attn.o_proj.weight	BF16	720,960
model.vlm_with_expert.lm_expert.layers.14.self_attn.q_proj.weight	BF16	960,720
model.vlm_with_expert.lm_expert.layers.14.self_attn.v_proj.weight	BF16	320,720
model.vlm_with_expert.lm_expert.layers.15.input_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.15.mlp.down_proj.weight	BF16	720,2048
model.vlm_with_expert.lm_expert.layers.15.mlp.gate_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.15.mlp.up_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.15.post_attention_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.15.self_attn.k_proj.weight	F32	320,320
model.vlm_with_expert.lm_expert.layers.15.self_attn.o_proj.weight	BF16	720,960
model.vlm_with_expert.lm_expert.layers.15.self_attn.q_proj.weight	BF16	960,720
model.vlm_with_expert.lm_expert.layers.15.self_attn.v_proj.weight	F32	320,320
model.vlm_with_expert.lm_expert.layers.2.input_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.2.mlp.down_proj.weight	BF16	720,2048
model.vlm_with_expert.lm_expert.layers.2.mlp.gate_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.2.mlp.up_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.2.post_attention_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.2.self_attn.k_proj.weight	BF16	320,720
model.vlm_with_expert.lm_expert.layers.2.self_attn.o_proj.weight	BF16	720,960
model.vlm_with_expert.lm_expert.layers.2.self_attn.q_proj.weight	BF16	960,720
model.vlm_with_expert.lm_expert.layers.2.self_attn.v_proj.weight	BF16	320,720
model.vlm_with_expert.lm_expert.layers.3.input_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.3.mlp.down_proj.weight	BF16	720,2048
model.vlm_with_expert.lm_expert.layers.3.mlp.gate_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.3.mlp.up_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.3.post_attention_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.3.self_attn.k_proj.weight	F32	320,320
model.vlm_with_expert.lm_expert.layers.3.self_attn.o_proj.weight	BF16	720,960
model.vlm_with_expert.lm_expert.layers.3.self_attn.q_proj.weight	BF16	960,720
model.vlm_with_expert.lm_expert.layers.3.self_attn.v_proj.weight	F32	320,320
model.vlm_with_expert.lm_expert.layers.4.input_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.4.mlp.down_proj.weight	BF16	720,2048
model.vlm_with_expert.lm_expert.layers.4.mlp.gate_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.4.mlp.up_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.4.post_attention_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.4.self_attn.k_proj.weight	BF16	320,720
model.vlm_with_expert.lm_expert.layers.4.self_attn.o_proj.weight	BF16	720,960
model.vlm_with_expert.lm_expert.layers.4.self_attn.q_proj.weight	BF16	960,720
model.vlm_with_expert.lm_expert.layers.4.self_attn.v_proj.weight	BF16	320,720
model.vlm_with_expert.lm_expert.layers.5.input_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.5.mlp.down_proj.weight	BF16	720,2048
model.vlm_with_expert.lm_expert.layers.5.mlp.gate_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.5.mlp.up_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.5.post_attention_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.5.self_attn.k_proj.weight	F32	320,320
model.vlm_with_expert.lm_expert.layers.5.self_attn.o_proj.weight	BF16	720,960
model.vlm_with_expert.lm_expert.layers.5.self_attn.q_proj.weight	BF16	960,720
model.vlm_with_expert.lm_expert.layers.5.self_attn.v_proj.weight	F32	320,320
model.vlm_with_expert.lm_expert.layers.6.input_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.6.mlp.down_proj.weight	BF16	720,2048
model.vlm_with_expert.lm_expert.layers.6.mlp.gate_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.6.mlp.up_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.6.post_attention_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.6.self_attn.k_proj.weight	BF16	320,720
model.vlm_with_expert.lm_expert.layers.6.self_attn.o_proj.weight	BF16	720,960
model.vlm_with_expert.lm_expert.layers.6.self_attn.q_proj.weight	BF16	960,720
model.vlm_with_expert.lm_expert.layers.6.self_attn.v_proj.weight	BF16	320,720
model.vlm_with_expert.lm_expert.layers.7.input_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.7.mlp.down_proj.weight	BF16	720,2048
model.vlm_with_expert.lm_expert.layers.7.mlp.gate_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.7.mlp.up_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.7.post_attention_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.7.self_attn.k_proj.weight	F32	320,320
model.vlm_with_expert.lm_expert.layers.7.self_attn.o_proj.weight	BF16	720,960
model.vlm_with_expert.lm_expert.layers.7.self_attn.q_proj.weight	BF16	960,720
model.vlm_with_expert.lm_expert.layers.7.self_attn.v_proj.weight	F32	320,320
model.vlm_with_expert.lm_expert.layers.8.input_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.8.mlp.down_proj.weight	BF16	720,2048
model.vlm_with_expert.lm_expert.layers.8.mlp.gate_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.8.mlp.up_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.8.post_attention_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.8.self_attn.k_proj.weight	BF16	320,720
model.vlm_with_expert.lm_expert.layers.8.self_attn.o_proj.weight	BF16	720,960
model.vlm_with_expert.lm_expert.layers.8.self_attn.q_proj.weight	BF16	960,720
model.vlm_with_expert.lm_expert.layers.8.self_attn.v_proj.weight	BF16	320,720
model.vlm_with_expert.lm_expert.layers.9.input_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.9.mlp.down_proj.weight	BF16	720,2048
model.vlm_with_expert.lm_expert.layers.9.mlp.gate_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.9.mlp.up_proj.weight	BF16	2048,720
model.vlm_with_expert.lm_expert.layers.9.post_attention_layernorm.weight	BF16	720
model.vlm_with_expert.lm_expert.layers.9.self_attn.k_proj.weight	F32	320,320
model.vlm_with_expert.lm_expert.layers.9.self_attn.o_proj.weight	BF16	720,960
model.vlm_with_expert.lm_expert.layers.9.self_attn.q_proj.weight	BF16	960,720
model.vlm_with_expert.lm_expert.layers.9.self_attn.v_proj.weight	F32	320,320
model.vlm_with_expert.lm_expert.norm.weight	BF16	720
model.vlm_with_expert.vlm.lm_head.weight	BF16	49280,960
model.vlm_with_expert.vlm.model.connector.modality_projection.proj.weight	BF16	960,12288
model.vlm_with_expert.vlm.model.text_model.embed_tokens.weight	BF16	49280,960
model.vlm_with_expert.vlm.model.text_model.layers.0.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.0.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.0.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.0.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.0.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.0.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.0.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.0.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.0.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.1.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.1.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.1.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.1.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.1.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.1.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.1.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.1.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.1.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.10.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.10.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.10.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.10.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.10.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.10.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.10.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.10.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.10.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.11.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.11.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.11.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.11.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.11.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.11.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.11.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.11.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.11.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.12.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.12.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.12.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.12.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.12.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.12.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.12.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.12.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.12.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.13.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.13.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.13.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.13.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.13.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.13.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.13.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.13.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.13.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.14.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.14.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.14.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.14.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.14.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.14.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.14.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.14.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.14.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.15.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.15.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.15.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.15.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.15.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.15.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.15.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.15.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.15.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.2.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.2.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.2.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.2.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.2.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.2.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.2.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.2.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.2.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.3.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.3.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.3.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.3.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.3.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.3.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.3.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.3.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.3.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.4.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.4.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.4.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.4.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.4.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.4.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.4.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.4.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.4.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.5.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.5.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.5.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.5.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.5.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.5.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.5.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.5.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.5.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.6.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.6.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.6.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.6.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.6.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.6.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.6.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.6.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.6.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.7.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.7.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.7.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.7.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.7.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.7.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.7.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.7.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.7.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.8.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.8.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.8.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.8.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.8.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.8.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.8.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.8.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.8.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.9.input_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.9.mlp.down_proj.weight	BF16	960,2560
model.vlm_with_expert.vlm.model.text_model.layers.9.mlp.gate_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.9.mlp.up_proj.weight	BF16	2560,960
model.vlm_with_expert.vlm.model.text_model.layers.9.post_attention_layernorm.weight	BF16	960
model.vlm_with_expert.vlm.model.text_model.layers.9.self_attn.k_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.layers.9.self_attn.o_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.9.self_attn.q_proj.weight	BF16	960,960
model.vlm_with_expert.vlm.model.text_model.layers.9.self_attn.v_proj.weight	BF16	320,960
model.vlm_with_expert.vlm.model.text_model.norm.weight	BF16	960
model.vlm_with_expert.vlm.model.vision_model.embeddings.patch_embedding.bias	BF16	768
model.vlm_with_expert.vlm.model.vision_model.embeddings.patch_embedding.weight	BF16	768,3,16,16
model.vlm_with_expert.vlm.model.vision_model.embeddings.position_embedding.weight	BF16	1024,768
model.vlm_with_expert.vlm.model.vision_model.encoder.layers.0.layer_norm1.bias	BF16	768
model.vlm_with_expert.vlm.model.vision_model.encoder.layers.0.layer_norm1.weight	BF16	768
model.vlm_with_expert.vlm.model.vision_model.encoder.layers.0.layer_norm2.bias	BF16	768
model.vlm_with_expert.vlm.model.vision_model.encoder.layers.0.layer_norm2.weight	BF16	768
model.vlm_with_expert.vlm.model.vision_model.encoder.layers.0.mlp.fc1.bias	BF16	3072
model.vlm_with_expert.vlm.model.vision_model.encoder.layers.0.mlp.fc1.weight	BF16	3072,768
model.vlm_with_expert.vlm.model.vision_model.encoder.layers.0.mlp.fc2.bias	BF16	768
model.vlm_with_expert.vlm.model.vision_model.encoder.layers.0.mlp.fc2.weight	BF16	768,3072
model.vlm_with_expert.vlm.model.vision_model.encoder.layers.0.self_attn.k_proj.bias	BF16	768
model.vlm_with_expert.vlm.model.vision_model.encoder.layers.0.self_attn.k_proj.weight	BF16	768,768
model.vlm_with_expert.vlm.model.vision_model.encoder.layers.0.self_attn.out_proj.bias	BF16	768
model.vlm_with_expert.vlm.model.vision_model.encoder.layers.0.self_attn.out_proj.weight	BF16	768,768
